Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,Date,Time,Age_Category,Time_Status
2023-06-08 08:57:23-05:30,25,Male,Few times a month,Clothing and Fashion;Home and Kitchen,No,Multiple times a day,,Multiple pages,3,No,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,3,No,3,3,Wide product selection,Product quality and accuracy,08/06/2023,08:57:23,Young Adult (18-25),Morning
2023-06-08 08:57:57-05:30,28,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,,Multiple pages,1,Yes,Often,Found a better price elsewhere,Often,No,Moderately,Yes,1,Yes,1,1,Product recommendations,Customer service responsiveness,08/06/2023,08:57:57,Adult (26-40),Morning
2023-06-08 08:58:23-05:30,17,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen;others,No,Rarely,,First page,3,No,Often,Changed my mind or no longer need the item,Never,No,Never,Sometimes,5,Sometimes,5,5,User-friendly website/app interface,Shipping speed and reliability,08/06/2023,08:58:23,Minor (<18),Morning
2023-06-08 08:59:26-05:30,16,Male,Once a month,Clothing and Fashion;others,No,Rarely,,First page,4,No,Sometimes,Changed my mind or no longer need the item,Rarely,No,Heavily,No,4,No,4,4,User-friendly website/app interface,Customer service responsiveness,08/06/2023,08:59:26,Minor (<18),Morning
2023-06-08 09:00:05-05:30,32,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Multiple times a day,,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,2,Sometimes,2,1,Wide product selection,Customer service responsiveness,08/06/2023,09:00:05,Adult (26-40),Morning
2023-06-08 09:00:19-05:30,27,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Heavily,No,1,No,2,2,Wide product selection,Product quality and accuracy,08/06/2023,09:00:19,Adult (26-40),Morning
2023-06-08 09:02:42-05:30,18,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,,Multiple pages,2,No,Often,High shipping costs,Often,Yes,Heavily,Sometimes,1,No,2,2,Competitive prices,Shipping speed and reliability,08/06/2023,09:02:42,Senior Citizen (>60),Morning
2023-06-08 09:03:39-05:30,37,Male,Less than once a month,others,No,Rarely,,First page,3,No,Often,Changed my mind or no longer need the item,Never,No,Heavily,Sometimes,4,Yes,4,4,Wide product selection,Product quality and accuracy,08/06/2023,09:03:39,Adult (26-40),Morning
2023-06-08 12:30:57-05:30,28,Male,Once a month,Clothing and Fashion,Yes,Few times a week,,Multiple pages,1,No,Sometimes,others,Sometimes,Yes,Heavily,Yes,2,Sometimes,3,3,Product recommendations,Product quality and accuracy,08/06/2023,12:30:57,Adult (26-40),Afternoon
2023-06-08 13:03:15-05:30,48,Female,Less than once a month,Beauty and Personal Care,Sometimes,Rarely,,First page,5,Yes,Always,Found a better price elsewhere,Rarely,No,Occasionally,Yes,3,Yes,3,2,Competitive prices,Shipping speed and reliability,08/06/2023,13:03:15,Middle-Aged Adult (41-60),Afternoon
2023-06-08 14:29:45-05:30,50,Female,Multiple times a week,Home and Kitchen,Yes,Multiple times a day,,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Yes,2,Yes,3,3,Wide product selection,Product quality and accuracy,08/06/2023,14:29:45,Middle-Aged Adult (41-60),Afternoon
2023-06-08 14:46:26-05:30,24,Female,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a week,,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,3,Sometimes,3,2,Competitive prices,User interface of app,08/06/2023,14:46:26,Young Adult (18-25),Afternoon
2023-06-08 15:24:40-05:30,40,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,,First page,1,No,Always,Found a better price elsewhere,Sometimes,No,Never,Sometimes,5,Sometimes,3,4,Product recommendations,Product quality and accuracy,08/06/2023,15:24:40,Adult (26-40),Afternoon
2023-06-08 16:24:00-05:30,25,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,,Multiple pages,1,Yes,Always,High shipping costs,Always,Yes,Heavily,Yes,1,Yes,1,3,Quick delivery,Reducing packaging waste,08/06/2023,16:24:00,Young Adult (18-25),Afternoon
2023-06-08 17:29:14-05:30,31,Male,Once a week,Beauty and Personal Care;Home and Kitchen;others,No,Multiple times a day,,Multiple pages,4,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,2,Yes,3,1,Competitive prices,Product quality and accuracy,08/06/2023,17:29:14,Adult (26-40),Afternoon
2023-06-08 17:52:05-05:30,18,Female,Once a month,Clothing and Fashion,No,Few times a month,,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,1,Yes,5,3,User-friendly website/app interface,Shipping speed and reliability,08/06/2023,17:52:05,Senior Citizen (>60),Afternoon
2023-06-08 19:51:41-05:30,26,Female,Once a week,Beauty and Personal Care,Yes,Few times a month,,Multiple pages,1,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,1,Yes,1,1,Wide product selection,Product quality and accuracy,08/06/2023,19:51:41,Adult (26-40),Evening
2023-06-08 21:59:56-05:30,16,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,,Multiple pages,1,Yes,Often,others,Rarely,Yes,Heavily,Sometimes,1,Sometimes,3,3,Wide product selection,Product quality and accuracy,08/06/2023,21:59:56,Minor (<18),Night
2023-06-08 22:36:30-05:30,18,Male,Once a week,Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,,First page,3,No,Often,Found a better price elsewhere,Sometimes,No,Moderately,No,3,No,3,2,Competitive prices,Reducing packaging waste,08/06/2023,22:36:30,Senior Citizen (>60),Night
2023-06-08 22:37:19-05:30,40,Male,Less than once a month,Home and Kitchen;others,No,Few times a week,,Multiple pages,3,No,Often,Found a better price elsewhere,Often,No,Moderately,No,2,No,2,2,Competitive prices,Product quality and accuracy,08/06/2023,22:37:19,Adult (26-40),Night
2023-06-08 22:37:35-05:30,19,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Often,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Customer service responsiveness,08/06/2023,22:37:35,Young Adult (18-25),Night
2023-06-08 22:38:27-05:30,16,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,2,No,1,1,User-friendly website/app interface,Shipping speed and reliability,08/06/2023,22:38:27,Minor (<18),Night
2023-06-08 22:39:31-05:30,43,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,No,Rarely,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,1,Sometimes,3,2,Wide product selection,Customer service responsiveness,08/06/2023,22:39:31,Middle-Aged Adult (41-60),Night
2023-06-08 22:41:27-05:30,25,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen;others,No,Few times a month,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,No,4,No,2,3,Competitive prices,Reducing packaging waste,08/06/2023,22:41:27,Young Adult (18-25),Night
2023-06-08 22:43:33-05:30,22,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Multiple times a day,,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,1,Sometimes,2,1,Competitive prices,Product quality and accuracy,08/06/2023,22:43:33,Young Adult (18-25),Night
2023-06-08 22:44:30-05:30,17,Prefer not to say,Once a month,Clothing and Fashion;others,Sometimes,Few times a month,,First page,3,No,Often,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,4,Sometimes,4,4,Wide product selection,Customer service responsiveness,08/06/2023,22:44:30,Minor (<18),Night
2023-06-08 22:45:27-05:30,34,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Heavily,Sometimes,1,Yes,1,1,Competitive prices,Customer service responsiveness,08/06/2023,22:45:27,Adult (26-40),Night
2023-06-08 22:46:17-05:30,30,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,,First page,4,Maybe,Sometimes,High shipping costs,Often,No,Moderately,Sometimes,2,Sometimes,4,3,User-friendly website/app interface,Reducing packaging waste,08/06/2023,22:46:17,Adult (26-40),Night
2023-06-08 22:47:10-05:30,31,Others,Once a month,Home and Kitchen,Sometimes,Few times a week,,First page,3,No,Often,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,4,No,2,2,Wide product selection,Reducing packaging waste,08/06/2023,22:47:10,Adult (26-40),Night
2023-06-08 22:49:23-05:30,31,Female,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,No,2,No,2,2,Competitive prices,Shipping speed and reliability,08/06/2023,22:49:23,Adult (26-40),Night
2023-06-08 22:49:41-05:30,34,Prefer not to say,Multiple times a week,Beauty and Personal Care,Yes,Multiple times a day,,Multiple pages,1,Yes,Always,High shipping costs,Always,Yes,Heavily,Yes,5,Yes,5,5,Wide product selection,Product quality and accuracy,08/06/2023,22:49:41,Adult (26-40),Night
2023-06-08 22:49:56-05:30,26,Female,Once a month,Clothing and Fashion,No,Few times a week,,Multiple pages,1,Yes,Always,High shipping costs,Often,Yes,Moderately,Yes,1,Yes,1,3,User-friendly website/app interface,Product quality and accuracy,08/06/2023,22:49:56,Adult (26-40),Night
2023-06-08 22:50:43-05:30,26,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,1,Sometimes,1,1,Product recommendations,Customer service responsiveness,08/06/2023,22:50:43,Adult (26-40),Night
2023-06-08 22:50:57-05:30,24,Prefer not to say,Less than once a month,Clothing and Fashion;others,Sometimes,Rarely,,First page,4,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Rarely,No,4,Sometimes,4,4,Product recommendations,Customer service responsiveness,08/06/2023,22:50:57,Young Adult (18-25),Night
2023-06-08 22:52:08-05:30,26,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Rarely,Sometimes,4,No,4,3,Competitive prices,Customer service responsiveness,08/06/2023,22:52:08,Adult (26-40),Night
2023-06-08 22:53:05-05:30,29,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,3,Sometimes,2,1,Product recommendations,Reducing packaging waste,08/06/2023,22:53:05,Adult (26-40),Night
2023-06-08 22:53:08-05:30,37,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,,First page,2,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,No,3,2,User-friendly website/app interface,Product quality and accuracy,08/06/2023,22:53:08,Adult (26-40),Night
2023-06-08 22:54:42-05:30,34,Others,Few times a month,Clothing and Fashion,Sometimes,Few times a week,,First page,3,Maybe,Often,Changed my mind or no longer need the item,Often,No,Moderately,Yes,3,No,3,3,User-friendly website/app interface,Customer service responsiveness,08/06/2023,22:54:42,Adult (26-40),Night
2023-06-08 22:55:27-05:30,31,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Often,No,Heavily,Yes,2,Sometimes,3,1,Competitive prices,Customer service responsiveness,08/06/2023,22:55:27,Adult (26-40),Night
2023-06-08 22:55:40-05:30,27,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,,First page,3,Yes,Always,Changed my mind or no longer need the item,Often,No,Moderately,Yes,2,Yes,2,2,Product recommendations,Customer service responsiveness,08/06/2023,22:55:40,Adult (26-40),Night
2023-06-08 22:57:22-05:30,23,Male,Once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,,First page,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,No,2,Yes,1,2,Wide product selection,Product quality and accuracy,08/06/2023,22:57:22,Young Adult (18-25),Night
2023-06-08 22:58:09-05:30,21,Prefer not to say,Once a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a month,,First page,3,Maybe,Always,Found a better price elsewhere,Often,Yes,Heavily,Yes,2,No,2,2,Wide product selection,Customer service responsiveness,08/06/2023,22:58:09,Young Adult (18-25),Night
2023-06-08 22:58:47-05:30,53,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a week,,Multiple pages,2,Yes,Often,Found a better price elsewhere,Often,No,Moderately,Sometimes,1,Sometimes,2,1,Wide product selection,Customer service responsiveness,08/06/2023,22:58:47,Middle-Aged Adult (41-60),Night
2023-06-08 22:59:01-05:30,26,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,,Multiple pages,2,Maybe,Often,Changed my mind or no longer need the item,Often,Yes,Occasionally,Yes,3,Sometimes,2,2,Competitive prices,Shipping speed and reliability,08/06/2023,22:59:01,Adult (26-40),Night
2023-06-08 23:00:12-05:30,28,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,,First page,3,No,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,2,Yes,2,2,Competitive prices,Customer service responsiveness,08/06/2023,23:00:12,Adult (26-40),Night
2023-06-08 23:00:34-05:30,47,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,2,Sometimes,3,2,Competitive prices,Customer service responsiveness,08/06/2023,23:00:34,Middle-Aged Adult (41-60),Night
2023-06-08 23:01:03-05:30,37,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,,Multiple pages,1,Yes,Always,Found a better price elsewhere,Often,Yes,Heavily,Yes,2,No,2,2,Competitive prices,Product quality and accuracy,08/06/2023,23:01:03,Adult (26-40),Night
2023-06-08 23:02:09-05:30,37,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a week,,Multiple pages,1,No,Often,Found a better price elsewhere,Often,Yes,Heavily,No,3,No,1,1,Product recommendations,Shipping speed and reliability,08/06/2023,23:02:09,Adult (26-40),Night
2023-06-08 23:02:12-05:30,39,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Rarely,Sometimes,5,Sometimes,3,2,Competitive prices,Shipping speed and reliability,08/06/2023,23:02:12,Adult (26-40),Night
2023-06-08 23:03:01-05:30,40,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a month,,First page,3,No,Often,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,2,No,2,3,Wide product selection,Customer service responsiveness,08/06/2023,23:03:01,Adult (26-40),Night
2023-06-08 23:03:12-05:30,23,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a month,,Multiple pages,1,Yes,Often,Found a better price elsewhere,Never,Yes,Moderately,Yes,2,No,2,1,User-friendly website/app interface,Shipping speed and reliability,08/06/2023,23:03:12,Young Adult (18-25),Night
2023-06-08 23:04:27-05:30,25,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,,Multiple pages,2,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,2,No,2,2,Product recommendations,Product quality and accuracy,08/06/2023,23:04:27,Young Adult (18-25),Night
2023-06-08 23:05:01-05:30,34,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,,Multiple pages,5,Yes,Always,Changed my mind or no longer need the item,Always,Yes,Rarely,Sometimes,5,Sometimes,4,1,Competitive prices,Customer service responsiveness,08/06/2023,23:05:01,Adult (26-40),Night
2023-06-08 23:05:25-05:30,26,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,Sometimes,2,2,Competitive prices,Shipping speed and reliability,08/06/2023,23:05:25,Adult (26-40),Night
2023-06-08 23:06:14-05:30,31,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,No,4,No,2,3,Product recommendations,Customer service responsiveness,08/06/2023,23:06:14,Adult (26-40),Night
2023-06-08 23:07:13-05:30,26,Female,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,,Multiple pages,4,No,Rarely,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,4,No,2,2,Wide product selection,Product quality and accuracy,08/06/2023,23:07:13,Adult (26-40),Night
2023-06-08 23:07:58-05:30,34,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,2,Sometimes,3,3,Product recommendations,Customer service responsiveness,08/06/2023,23:07:58,Adult (26-40),Night
2023-06-08 23:08:01-05:30,18,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,1,Wide product selection,Customer service responsiveness,08/06/2023,23:08:01,Senior Citizen (>60),Night
2023-06-08 23:08:57-05:30,40,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a month,,Multiple pages,3,No,Often,High shipping costs,Often,No,Moderately,Sometimes,2,Yes,2,2,Product recommendations,Customer service responsiveness,08/06/2023,23:08:57,Adult (26-40),Night
2023-06-08 23:09:54-05:30,42,Female,Few times a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,,First page,3,Maybe,Often,Changed my mind or no longer need the item,Rarely,No,Occasionally,No,3,Sometimes,4,2,Product recommendations,Customer service responsiveness,08/06/2023,23:09:54,Middle-Aged Adult (41-60),Night
2023-06-08 23:09:57-05:30,35,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,,Multiple pages,1,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,1,Sometimes,2,1,Competitive prices,Customer service responsiveness,08/06/2023,23:09:57,Adult (26-40),Night
2023-06-08 23:10:49-05:30,37,Male,Once a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,,First page,3,Yes,Often,Found a better price elsewhere,Sometimes,No,Occasionally,No,2,Sometimes,2,2,Wide product selection,Customer service responsiveness,08/06/2023,23:10:49,Adult (26-40),Night
2023-06-08 23:11:46-05:30,46,Male,Less than once a month,Home and Kitchen;others,Sometimes,Rarely,,First page,4,Maybe,Never,others,Rarely,No,Rarely,Sometimes,4,Sometimes,4,4,Product recommendations,Product quality and accuracy,08/06/2023,23:11:46,Middle-Aged Adult (41-60),Night
2023-06-08 23:12:23-05:30,24,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,,Multiple pages,5,Maybe,Often,Found a better price elsewhere,Sometimes,No,Rarely,Sometimes,5,Sometimes,4,2,Competitive prices,I don't have any problem with Amazon,08/06/2023,23:12:23,Young Adult (18-25),Night
2023-06-08 23:12:27-05:30,35,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,No,2,No,3,2,Competitive prices,Product quality and accuracy,08/06/2023,23:12:27,Adult (26-40),Night
2023-06-08 23:13:45-05:30,46,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,,First page,2,Maybe,Sometimes,Found a better price elsewhere,Often,No,Moderately,Sometimes,2,No,2,2,Competitive prices,Shipping speed and reliability,08/06/2023,23:13:45,Middle-Aged Adult (41-60),Night
2023-06-08 23:14:57-05:30,32,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,2,Sometimes,2,1,Product recommendations,Customer service responsiveness,08/06/2023,23:14:57,Adult (26-40),Night
2023-06-08 23:15:08-05:30,35,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,,Multiple pages,2,No,Sometimes,High shipping costs,Often,No,Moderately,Sometimes,2,No,2,2,Product recommendations,Customer service responsiveness,08/06/2023,23:15:08,Adult (26-40),Night
2023-06-08 23:15:59-05:30,36,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,2,Sometimes,2,1,Wide product selection,Reducing packaging waste,08/06/2023,23:15:59,Adult (26-40),Night
2023-06-08 23:16:49-05:30,15,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,,Multiple pages,3,No,Often,High shipping costs,Often,No,Moderately,No,1,Yes,2,2,Wide product selection,Product quality and accuracy,08/06/2023,23:16:49,Minor (<18),Night
2023-06-08 23:17:32-05:30,43,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Rarely,,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Yes,1,Sometimes,3,1,Competitive prices,No problems with Amazon,08/06/2023,23:17:32,Middle-Aged Adult (41-60),Night
2023-06-08 23:18:14-05:30,20,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,,First page,3,Yes,Often,Found a better price elsewhere,Often,Yes,Moderately,No,4,No,2,2,Product recommendations,Product quality and accuracy,08/06/2023,23:18:14,Young Adult (18-25),Night
2023-06-08 23:18:55-05:30,34,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,2,No,1,1,User-friendly website/app interface,Product quality and accuracy,08/06/2023,23:18:55,Adult (26-40),Night
2023-06-08 23:19:56-05:30,34,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Often,No,Occasionally,Sometimes,1,Sometimes,3,1,Competitive prices,Customer service responsiveness,08/06/2023,23:19:56,Adult (26-40),Night
2023-06-08 23:19:59-05:30,47,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Often,No,Moderately,No,2,No,3,2,Wide product selection,Shipping speed and reliability,08/06/2023,23:19:59,Middle-Aged Adult (41-60),Night
2023-06-08 23:22:26-05:30,25,Female,Few times a month,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,,Multiple pages,3,Yes,Often,Found a better price elsewhere,Sometimes,No,Occasionally,No,2,No,4,3,Product recommendations,Shipping speed and reliability,08/06/2023,23:22:26,Young Adult (18-25),Night
2023-06-08 23:22:44-05:30,21,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Yes,3,Sometimes,1,1,Competitive prices,Customer service responsiveness,08/06/2023,23:22:44,Young Adult (18-25),Night
2023-06-08 23:23:11-05:30,24,Prefer not to say,Once a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,,Multiple pages,2,No,Often,Found a better price elsewhere,Sometimes,No,Occasionally,No,3,No,1,1,Competitive prices,Customer service responsiveness,08/06/2023,23:23:11,Young Adult (18-25),Night
2023-06-08 23:24:05-05:30,36,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a month,,First page,3,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Rarely,Sometimes,2,Yes,2,1,Product recommendations,Customer service responsiveness,08/06/2023,23:24:05,Adult (26-40),Night
2023-06-08 23:24:49-05:30,46,Male,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,1,Sometimes,3,2,Product recommendations,Reducing packaging waste,08/06/2023,23:24:49,Middle-Aged Adult (41-60),Night
2023-06-08 23:25:15-05:30,27,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,,Multiple pages,1,Yes,Often,Found a better price elsewhere,Often,Yes,Heavily,Yes,1,No,5,1,Competitive prices,Customer service responsiveness,08/06/2023,23:25:15,Adult (26-40),Night
2023-06-08 23:25:54-05:30,25,Male,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,,First page,2,No,Often,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,2,Sometimes,3,1,Wide product selection,Product quality and accuracy,08/06/2023,23:25:54,Young Adult (18-25),Night
2023-06-08 23:27:03-05:30,43,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,,Multiple pages,1,Yes,Always,Found a better price elsewhere,Sometimes,No,Occasionally,No,2,Sometimes,5,2,Wide product selection,Customer service responsiveness,08/06/2023,23:27:03,Middle-Aged Adult (41-60),Night
